time,dec,de,u,w,q,theta,mode
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.10000000149011612,-0.00726075004786253,-0.00399824371561408,-0.00040307664312422276,0.005601588636636734,0.00024298026983160526,7.849009307392407e-06,1.0
0.20000000298023224,-0.01452150009572506,-0.010058765299618244,-0.002151112537831068,0.03145575150847435,0.0010309498757123947,6.632391159655526e-05,1.0
0.30000001192092896,-0.021782251074910164,-0.016877969726920128,-0.006079547572880983,0.09117988497018814,0.00239565409719944,0.0002327529655303806,1.0
0.4000000059604645,-0.02904300019145012,-0.01745329238474369,-0.012227059341967106,0.18631045520305634,0.003859631484374404,0.0005480065010488033,1.0
0.5,-0.03630375117063522,-0.01745329238474369,-0.020004460588097572,0.3058173358440399,0.005028276238590479,0.0009948256192728877,1.0
0.6000000238418579,-0.04356450214982033,-0.01745329238474369,-0.029155351221561432,0.44233572483062744,0.005913260858505964,0.001544199069030583,1.0
0.699999988079071,-0.050825249403715134,-0.01745329238474369,-0.039427127689123154,0.5891534686088562,0.0065328399650752544,0.002168625360354781,1.0
0.800000011920929,-0.05808600038290024,-0.01745329238474369,-0.05057787150144577,0.7403076887130737,0.006910274270921946,0.0028426917269825935,1.0
0.8999999761581421,-0.06534674763679504,-0.01745329238474369,-0.062381815165281296,0.8906438946723938,0.007072351407259703,0.00354349915869534,1.0
1.0,-0.07260750234127045,-0.01745329238474369,-0.07463350147008896,1.0358420610427856,0.007048039697110653,0.004250948317348957,1.0
1.100000023841858,-0.07986824959516525,-0.01745329238474369,-0.0871506854891777,1.17241370677948,0.006867284420877695,0.004947892855852842,1.0
1.2000000476837158,-0.08712900429964066,-0.01745329238474369,-0.09977604448795319,1.297674536705017,0.006559965666383505,0.005620187614113092,1.0
1.2999999523162842,-0.09438975155353546,-0.01745329238474369,-0.11237792670726776,1.4096976518630981,0.006155023816972971,0.0062566339038312435,1.0
1.399999976158142,-0.10165049880743027,-0.01745329238474369,-0.12485021352767944,1.5072522163391113,0.005679745692759752,0.006848849821835756,1.0
1.5,-0.10891125351190567,-0.01745329238474369,-0.13711144030094147,1.589730143547058,0.005159218329936266,0.007391077000647783,1.0
1.600000023841858,-0.11617200076580048,-0.01745329238474369,-0.1491033434867859,1.6570667028427124,0.0046159266494214535,0.007879937067627907,1.0
1.7000000476837158,-0.12343274801969528,-0.01745329238474369,-0.16078884899616241,1.7096563577651978,0.004069496411830187,0.008314160630106926,1.0
1.7999999523162842,-0.1306934952735901,-0.01745329238474369,-0.17214994132518768,1.74826979637146,0.0035365635994821787,0.00869428925216198,1.0
1.899999976158142,-0.1379542499780655,-0.01745329238474369,-0.18318508565425873,1.7739710807800293,0.003030746476724744,0.009022380225360394,1.0
